33374:63121,92196,33055,429,2345,54167,96177,1102,226,354
25842:5990,38870,2149,12427,97610,790,873,1102,224,226
232:86134,99135,108129,100265,77677,55056,87404,85366,83516,78975
18965:9276,82547,50496,63785,105647,33912,9788,119575,109889,111327
5276:36752,37455,20963,58142,32280,23268,5315,73638,20744,47134
41301:53529,103264,68052,83913,83430,6381,224,542,1102,354
15101:25066,60771,2406,5693,45123,83226,1102,226,542,354
31345:114098,32431,301,363,13091,268,1102,354,224,542
37240:76735,62487,66587,354,226,1102,224,542,654,616
27546:56296,13654,6245,53083,4944,42925,33276,58883,55104,99622
38616:109914,37755,17,35186,780,3137,542,224,354,1102
27481:83298,35784,2748,73611,354,224,226,1102,542,17
30887:43395,17690,59625,24134,31832,17,1468,113749,5567,4513
20735:53415,23773,27951,109421,29719,7213,12495,44170,122683,58744
17591:21439,54606,17822,54442,89928,61279,354,542,224,226
22373:16024,17934,13083,1763,361,71816,698,28735,1995,1102
627:14210,27412,42376,9761,51158,114599,19731,77531,4671,68399
30626:122762,31422,31883,28693,47544,107777,110104,103775,21607,96824
4426:4244,9363,3926,25551,54878,4455,42487,95591,85105,12906
35211:75903,63052,6905,69907,27127,1356,38284,542,226,1102
32329:75065,77551,111204,70248,107599,21028,67854,57914,122351,21835
19950:14612,1533,66124,65633,90844,7367,83506,77171,77962,13257
6457:26715,17393,3504,766,43008,7937,23744,102509,114321,29476
34753:75114,41620,46809,27057,27010,79099,76291,54328,117322,82674
7112:87556,27648,77754,31143,2449,41085,75057,71443,7182,120102
37177:11576,1102,354,224,226,542,616,302,654,17
628:65861,39233,6526,21488,75280,84119,608,224,226,1102
25518:20486,19628,26216,35811,34694,564,736,119,2140,4364
40190:39331,43043,4463,31223,16903,45926,18129,35766,21184,39390
31937:12529,49692,1549,2200,861,42470,1102,542,354,224
8161:77681,8357,54240,354,224,1102,226,542,302,654
26108:44041,2730,1102,542,354,226,224,654,616,17
38029:5405,53440,89927,11586,14754,168,224,1102,226,542
48509:59150,16236,86855,12651,6406,5166,224,226,1102,542
46872:6406,86855,12651,25461,119741,5166,59150,354,226,224
37178:24948,103858,6490,86816,52519,52262,108998,1102,226,224
25519:40983,32623,62489,21285,1351,1102,224,354,226,542
21196:21750,74448,94151,89750,83103,43708,17748,24157,93128,117917
25716:79696,50150,908,1077,13448,25470,23827,224,226,354
36196:224,11474,2914,5008,79030,61716,2162,105081,1211,14206
3184:8935,1131,1331,50561,33606,9214,7210,62742,8066,10175
45825:80399,91476,11413,59292,25379,109846,97791,102567,33687,327
51720:107713,10202,2995,226,224,354,1102,542,616,654
28402:43605,15204,20032,48320,70920,14474,73031,16258,2832,121313
13534:42665,13516,32975,1102,354,226,224,542,654,616
49035:97539,42261,8587,1606,4012,36116,834,1102,224,226
27551:40046,20551,29741,106269,5910,109041,76,508,6826,2512
24669:10843,3172,12727,4825,22738,28729,3041,22312,63939,53898
18316:85496,73150,38766,94176,44801,85077,876,2064,1970,901
8491:38894,11326,36111,2850,62175,38353,226,70,138,56633
14386:36187,52219,94915,182,58717,224,1102,542,226,354
22246:17625,69765,13754,13419,1930,3864,15556,9003,61996,93667
16679:33979,83851,92717,79442,94070,73470,14576,112864,7157,65130
22574:38986,20249,99574,60397,82725,47330,6938,39237,63483,65923
28862:398,2447,4126,24211,3829,11641,8209,13388,3180,4941
14321:78283,34362,70,6450,899,2162,224,354,1102,542
43927:33176,44479,7024,1361,6559,1102,354,226,224,542
30958:47482,301,14790,2246,190,1102,226,224,542,354
13470:18920,11681,3243,1337,39399,42505,34583,62558,17835,24825
37050:33446,3437,7298,33628,10464,87085,106120,81100,31882,97770
38557:65964,25530,59847,37393,97264,4372,1834,44922,1102,542
22706:89392,37287,48111,26498,80636,62251,62476,66207,68146,82599
7903:58172,92029,65805,105281,77409,5145,1760,21840,2048,10530
50740:87231,98817,81919,60954,7445,354,1102,224,226,542
36723:47465,105630,8611,40273,89362,59582,68826,107084,19644,96445
53098:97057,77577,226,224,1102,542,354,302,17,76
9541:70330,29477,17,7506,1119,120893,121835,1102,354,224
8755:23182,27589,27582,86870,226,1102,354,224,542,76
20807:15601,8385,57409,95922,109334,106872,71033,121030,107182,117512
29781:13012,30718,463,2103,7544,901,168,354,224,542
50807:3363,97813,50201,18101,80767,1102,224,226,542,354
18712:38152,28412,26193,2523,68735,75801,59616,15854,542,354
50021:27077,71280,224,354,226,542,1102,616,302,654
2141:24068,40527,34319,65080,77063,81,780,698,31978,354
32533:6545,16340,86938,24517,2630,123024,47041,354,1102,224
41703:23494,22061,12937,6700,6938,226,1102,354,542,17
39083:36556,13909,16448,49203,35542,28852,53075,85338,76581,88332
24673:28395,375,39839,15029,12679,542,226,224,354,1102
37446:63048,224,226,354,1102,542,616,76,17,302
25263:100679,21682,42585,12420,16452,67372,52141,354,224,226
38691:41217,5650,19606,17,616,15,568,15141,226,224
51529:32743,10243,38585,2089,53200,565,29654,354,224,226
18648:440,13116,27710,75642,90000,262,202,105312,32798,226
33582:30598,2898,103141,226,1102,354,224,542,76,616
33910:82400,39802,55330,24894,13832,429,226,542,1102,224
34172:3911,20408,78361,47321,56244,675,15771,17371,17946,128
7383:5187,32877,2373,19885,28994,1890,7501,422,2588,17
42229:29337,92043,114876,52131,38682,43538,85314,39976,542,224
12754:36233,4177,14216,23315,4940,5124,354,1102,224,542
47993:301,268,114098,13091,363,354,1102,226,224,542
36727:41715,94793,986,2917,5122,848,226,1102,354,542
31225:224,47258,5078,124,28325,226,354,542,1102,17
34697:40543,86035,11303,51830,98022,76166,120280,17257,63540,112852
47011:27874,18400,18041,19232,3543,14614,1591,39038,7409,167
21401:60376,1494,5538,3013,16531,1109,76,115535,7793,76840
19174:6040,14785,35750,62,8200,50414,502,65532,26587,11715
39021:68950,45551,73033,60169,112014,80335,81035,604,76709,108753
11118:25551,28596,4115,6471,9761,95747,16029,9790,6475,109364
11511:2520,56430,8892,16542,6926,33229,13400,76547,224,1102
20550:26363,100529,53149,64995,41826,7338,48660,81824,10905,11080
25004:72467,2051,1007,71593,43024,3864,13419,9003,1930,15556
29458:1803,12962,5023,4394,11019,65538,9590,40301,39904,56965
22515:122230,1475,111163,2813,7479,224,542,1102,226,354
26969:57321,29262,44904,54174,29375,9776,7016,34105,56800,105407
23498:31813,2163,6210,2125,3005,902,226,354,224,542
11839:118323,23676,85617,77465,84183,105761,52411,49696,94970,72022
29786:73677,30637,6414,33816,2396,23250,61846,45919,1558,4195
10726:103120,22435,15204,177,20032,44653,2215,22655,69494,96121
52646:115479,30919,33517,72215,99513,115098,20095,27755,26612,84586
26577:35991,31127,95310,6379,3514,56439,39566,224,226,1102
7517:11408,3378,10178,186,22713,64973,40356,45641,224,226
42625:30967,3039,14569,57630,84465,4996,31920,2326,45848,76890
7976:10486,28679,17456,414,44501,42330,18963,9232,7381,53254
52385:119377,95435,924,22754,3450,29270,55843,69396,75398,78637
33783:115782,47531,46669,54012,25030,14020,131,47089,36618,226
41119:354,226,224,1102,542,654,302,17,76,616
29853:15947,7608,7950,82023,37792,880,54181,98723,1102,224
28543:77318,5884,4150,119421,58,5857,710,45849,330,354
27430:98901,2157,10071,508,2085,3137,1418,2700,542,224
24286:1028,2661,3233,2953,68314,23724,1102,542,226,224
43412:28399,45112,42307,44254,51041,79390,118115,1558,19964,27340
49438:32472,55486,58390,24848,4461,52729,90123,224,542,1102
19046:9383,110825,97380,25787,74069,226,1102,354,224,542
17867:74575,100261,112354,94333,111530,86935,29521,27696,3034,4858
24155:53618,27948,64849,23030,89586,59968,107562,17414,5355,224
12562:88524,48208,13960,9354,49329,12637,1102,542,224,354
21732:96115,57550,25475,88594,8642,61920,95482,33919,542,226
4702:13617,3509,60121,67691,5197,354,1102,542,224,226
6536:6531,6960,5195,32347,8184,22855,5401,102404,21187,71688
4637:9363,40596,3926,10463,25551,4455,9557,1539,35703,71787
12628:122304,52513,8471,4305,62866,226,1102,354,542,224
2803:2595,11718,88529,670,2074,542,354,226,1102,224
18261:71764,5328,106016,1102,224,542,226,354,616,76
6602:35715,30436,5692,4656,7364,226,354,542,224,1102
28152:42353,17498,23595,25466,14505,30550,3481,31760,20008,97712
19244:54563,7703,11188,398,4254,224,226,354,1102,542
29724:50605,118388,8084,91900,2822,31445,224,354,542,226
19768:3526,103858,86816,6490,52519,1102,354,226,224,542
49112:22146,12960,2981,47740,11903,70761,95856,25516,51623,25428
15380:82590,25365,66181,59675,73907,59295,117317,226,1102,354
19965:65845,17659,2111,63713,19496,1287,7549,10985,83449,67617
45510:108490,61735,500,12227,76092,542,1102,226,224,354
46820:38058,44428,71065,81416,5685,106170,30673,71078,100997,470
45903:18580,22742,41772,116132,1102,226,354,542,224,616
51929:106044,1102,354,224,226,542,616,302,654,17
27760:40485,19403,69678,112051,47176,77221,7728,117831,1102,354
9944:5649,65121,18045,37390,29819,56364,49920,1164,4462,224
29725:33026,24271,48057,24037,34612,42062,20669,51844,8564,70942
34179:80861,285,22766,45660,60686,542,224,1102,354,226
42105:3453,31972,38746,12808,37342,9435,542,226,224,1102
11844:8741,79048,33681,23356,51436,94707,755,32311,41616,56745
22128:48220,57502,78340,63636,17112,12657,2962,416,719,10600
2347:640,19075,30997,38831,34298,18156,54589,115478,92646,18028
19705:73512,34325,13060,38403,20103,226,354,1102,542,302
21670:87904,28415,84630,118289,73675,1102,226,354,542,224
33722:6186,80496,113202,102205,83655,24390,101728,39774,116326,226
32936:112360,65976,75262,83195,78848,101676,87021,96319,53982,71543
24421:80290,70365,33658,89807,75997,354,226,224,1102,542
6671:37282,4794,6166,16874,25880,63088,22266,92405,68743,25960
39159:69007,39798,109809,15746,176,25308,542,226,1102,354
30906:30439,27416,826,84856,106617,103889,9354,17145,19489,224
20950:855,209,25746,55137,46874,226,354,542,1102,616
18068:120409,26292,15556,13419,3864,9003,1930,103517,79803,354
7981:65033,10611,28964,5685,71692,98580,3378,22713,186,542
9553:111574,108638,16056,122169,3901,105898,47593,47286,99238,492
15448:76017,5103,5355,16763,4021,224,1102,542,354,76
28876:26249,69190,67372,98908,3152,79380,13392,30978,14955,1102
4248:16247,39946,25152,22269,25889,86333,86884,13082,2075,88504
29138:354,226,224,1102,542,654,302,17,76,616
22326:18045,21718,113412,23913,29819,75960,116035,59127,110684,39547
9357:83385,71068,9760,20184,80021,7585,1102,226,542,354
15187:10531,35519,4250,36162,2140,2255,47275,28428,6105,64250
43483:4338,6353,12015,24968,356,17,8861,20850,776,6766
31890:67614,72590,42092,61909,107208,83615,1102,226,542,224
15908:52564,29970,7945,68812,12951,105691,34698,10374,66602,118413
10275:14729,2617,14670,12781,22110,36706,6129,93727,53178,108124
20624:112211,17,29,1476,1614,542,354,226,224,1102
21148:27457,32677,12870,82382,8860,224,226,354,542,1102
35820:354,226,224,1102,542,654,302,17,76,616
52064:11146,28759,36190,27632,20793,4647,542,224,1102,226
37523:12627,12182,16987,43015,9440,32605,2059,76830,101212,10861
48593:3177,25568,65455,31426,63990,78225,36240,354,224,542
42829:45946,17,110895,80422,51883,106322,224,226,542,354
33135:69496,3033,7963,3120,48502,2275,7556,40,49736,565
6935:6972,56570,60549,24679,111979,97616,40281,52826,1102,224
9752:817,7210,8066,10175,857,2139,10648,14131,16991,62664
50952:1634,79353,79055,354,224,226,1102,542,616,17
23311:7401,31468,24439,8518,72768,354,1102,224,226,542
15189:542,43990,33347,41408,574,226,224,354,1102,654
40472:71243,67280,121223,119212,8571,3522,224,354,226,1102
23508:52865,31827,30275,19524,44026,69203,802,1102,542,224
34119:22674,224,226,354,542,1102,616,654,302,17
31696:121654,41888,104129,63371,60576,52320,81079,1102,224,226
14142:105390,89538,86175,12549,47385,21465,9758,119982,32142,55755
33268:52770,4112,354,224,542,226,1102,616,654,302
42045:5101,57324,104276,58606,3618,118299,867,542,226,354
40801:38496,29936,75001,8,7959,542,226,1102,354,224
14601:74319,110399,31223,39331,45413,43043,80071,37415,224,354
715:26181,21926,59850,203,25188,82049,12861,4671,1753,9435
17418:40013,30941,104003,1351,1326,224,226,542,354,1102
13226:55388,111734,83624,46537,83388,3543,27874,18400,19232,354
50692:101824,78713,109684,82342,122035,77689,69926,76078,110494,43863
17484:9731,353,4993,4965,89499,95159,354,224,1102,226
20497:6495,1091,72496,6077,825,94460,79575,17501,22108,542
12375:104685,6526,39233,47601,61942,47623,931,20676,75280,65861
42309:69859,40652,65139,26741,52443,224,542,226,354,1102
19646:66248,25718,51913,85326,3231,11803,51782,542,226,1102
26262:40607,71833,100294,48270,35599,41729,26633,1102,354,542
10084:3068,10662,3183,301,52056,91352,542,224,354,1102
13752:14486,46738,7278,60279,70522,14474,15204,48320,20032,29649
14014:36771,26540,14006,36274,8493,37426,76384,18859,76632,89065
37987:34910,3718,1749,41991,24335,22597,354,226,542,224
10346:51326,1398,65075,104057,8384,8843,9411,8167,354,226
42703:80580,14425,14367,38013,40256,542,1102,224,354,226
39821:38928,8937,78183,42306,1682,262,354,542,224,1102
13425:29298,17985,13102,99633,95140,302,1803,8359,354,1102
20761:1218,28544,60036,91752,19776,7965,9401,30013,1102,226
9233:44134,3864,9003,15556,13419,1930,22776,18708,21795,15373
37398:118152,59774,89880,117732,107255,1102,224,354,226,542
26001:58480,82058,25441,79667,69737,41153,1119,74316,69698,1102
7137:40800,8563,4943,7082,24035,11060,80916,59805,50432,39684
32879:56747,51347,17738,24599,82936,77520,16485,10512,62330,44795
5500:16211,90243,84530,65045,90787,49627,79221,52778,119978,112645
37530:18251,41668,48239,49133,9293,84496,54167,24161,88148,108419
2553:81086,43705,20751,20119,8946,58057,9134,50469,18939,31397
16898:96618,23768,78387,226,224,1102,354,542,616,654
32684:654,17,58,289,101,1918,74762,38150,6513,119397
14737:52797,30682,302,99341,99475,11295,25877,71420,3834,654
4519:27460,37309,107592,6130,1239,74378,59181,9246,108201,17
16833:337,77581,62840,385,92129,805,11401,39936,15204,20032
23252:11577,4308,46572,2856,93683,12968,31356,2260,7940,5486
18209:12373,67745,115887,75946,81399,27473,19845,22155,35127,62468
1441:6559,111336,80319,25679,11713,85706,27322,52711,114755,82748
30982:33504,35355,6156,59651,28641,69909,83110,986,70149,43676
11332:55777,74854,31188,33019,9752,65242,168,100792,85124,98337
46702:21956,50302,3372,123292,16945,7105,49685,4953,7344,11910
47423:24908,71054,82816,17,245,1930,9003,3864,22705,13419
9433:71022,16952,118575,77882,103886,327,95228,3064,2495,86412
23057:48697,5150,7158,318,8676,96649,1205,827,2917,4991
33406:15371,30317,75136,30539,7684,76,2139,8218,76102,66687
10088:25368,2312,9656,42353,23595,40142,28632,81719,22059,1136
34978:47099,88144,6679,6284,34020,51288,82660,74893,266,89730
15918:20097,61858,18837,3439,25714,17,84,34772,59544,1471
29608:496,1187,899,1119,48,17,542,564,8,902
35241:10536,441,13,18783,736,35943,1437,616,518,8
17556:8453,81,26162,61658,1888,44401,9015,70,8586,3819
15002:77433,58754,7148,52792,8908,68900,49552,7591,93494,46424
38451:71312,2265,31633,1913,698,27768,88013,24037,21913,2282
4522:8275,4671,7622,311,19378,26509,25481,8446,533,214
38648:30412,20938,5232,16710,60328,373,30948,19940,1625,44598
37731:12264,4566,8231,24530,103066,16996,1981,99508,1957,66946
33998:14721,17,52687,273,15716,37710,6723,28536,54357,518
2034:6186,9914,24390,1472,25636,26838,22975,22904,89084,51290
49063:28352,1147,6416,574,168,103579,16867,2582,23285,30880
22863:37164,16745,13695,19406,35426,80636,56415,225,3290,7440
2951:7803,51550,12712,6168,99399,3,11919,29768,2745,17
44151:3514,12993,4589,27004,37744,601,7246,1467,55337,51584
16838:30156,54234,24285,20477,32713,118827,77413,23444,20745,81388
13039:11538,603,3150,21684,2633,15718,33138,8443,533,14606
9961:68498,19621,122379,88621,18536,22046,2178,9231,80461,84814
15725:669,87555,64076,91084,24933,16965,8322,11072,36432,74475
27384:109593,36326,83213,25800,86095,15585,6846,33192,35927,18260
35244:20710,3750,26380,2162,1600,899,82394,77832,33437,18321
30921:50463,68947,82018,85656,24032,56207,14819,7612,58835,38713
19262:12272,45163,13366,463,661,77964,21719,6894,28920,296
23127:24210,95406,616,302,331,77254,20994,99163,3728,74212
22538:2928,45745,3733,83345,94607,38207,11846,15778,249,187
36948:11567,78428,20566,76003,28529,20884,654,12886,15364,14832
41402:3172,12990,1352,4755,10041,111757,32031,189,1712,5624
4984:4826,302,29,25826,11108,24054,2512,205,236,2665
50703:49076,11083,73386,83337,83458,62,224,50980,117,502
28237:21572,91605,70570,73808,70648,76,2406,6906,42870,114564
40158:15884,38931,21853,39819,45364,654,302,61,207,5985
13893:5304,18802,58005,20556,3145,533,10180,74167,603,2531
31578:65428,34920,62402,8476,118201,22742,13661,3360,14237,2848
25749:19221,82584,27277,24261,17552,83021,1065,65,44030,5526
28762:42585,21682,26249,27179,10834,69190,92336,1902,32607,42821
1121:70332,17,654,99297,736,26579,1890,25911,8964,75450
2693:9827,790,21813,10408,118736,3419,77382,72327,22079,418
33151:33504,35355,6156,59651,28641,69909,83110,986,70149,43676
37212:37503,5851,39963,13893,1604,8961,16330,7941,17825,75664
13632:696,9652,21916,8004,6726,7703,13789,112863,70485,65260
46120:9681,1139,78610,99307,690,10713,40616,66008,692,54564
9571:36268,26043,33632,6657,10031,17,76,2265,385,11626
20379:6644,22490,27316,61289,17768,25910,12332,367,10048,8167
2301:17,27698,3619,429,4032,102372,2141,83587,78089,65970
15794:18438,12248,4567,21794,67983,21562,52797,17,2021,289
17890:29543,20416,7981,23523,88492,14966,1176,2406,5693,6906
7869:2021,13267,6880,4218,5319,24825,16438,76,533,25398
5904:92712,91431,78504,95617,2265,11152,31058,105454,5117,35787
27912:1830,13368,55664,8814,91129,59530,111577,23139,55961,15553
29943:39756,98227,82671,106056,26531,15204,453,80525,56568,2509
22280:21315,616,654,650,29,58,11147,5059,80965,32051
28306:41634,31273,73762,46579,91878,3878,25271,43714,57604,2318
2499:27738,73474,713,3344,58941,1097,92989,7083,13523,103105
13831:25793,22966,78942,29445,19936,16208,2265,85282,55664,3536
40293:4894,7950,15947,43930,9655,247,37591,37792,7608,24224
35970:24880,119725,53261,76,17,302,616,654,354,224
45009:107489,591,81800,67071,21538,10848,27245,74758,48618,36989
20512:21406,44131,21344,30616,23309,11662,84156,564,13895,13817
13307:616,58,2425,3795,289,7446,68332,14985,7184,101
15469:22713,7649,3378,186,5308,8161,45204,96043,45434,100612
28700:28989,3860,110614,47376,8,30461,64548,78767,17,616
8264:901,1023,3841,179,1126,545,9289,96367,986,3471
23133:31118,40136,3514,4589,12993,40734,584,4797,6417,601
41080:29486,75149,63358,2403,58523,47360,2714,2696,3207,1827
1780:1675,102096,13960,1772,88524,68717,12637,32351,9354,67574
39050:17408,103802,19973,81,87561,87462,80417,60597,2900,14464
14422:11083,65532,302,76,654,616,17,542,226,224
10820:38085,102055,7096,26326,10021,52547,48286,17,55954,3884
35448:7002,11194,18531,11556,27483,71309,29798,83253,3968,94373
12130:91,2408,49467,57671,302,17,97747,42536,31198,43929
24248:25216,20575,2282,30791,12832,40,2265,11352,2848,1149
43505:29821,49082,90871,61814,57316,115480,69119,65724,76,302
25951:15984,42467,89506,48953,2021,17660,27983,101271,3039,238
37676:2178,19621,415,22046,9231,10593,114001,13375,91460,122379
34794:36171,71576,518,75115,238,61636,9832,71313,40853,95032
1389:71576,518,36171,75115,61636,56417,9832,71313,40853,85140
26410:42375,40299,74023,6071,866,97608,361,5739,10446,1501
669:94180,2337,42575,2614,53117,98042,74425,2869,51119,103046
22808:27528,87922,104336,47048,9419,42246,25438,84082,34123,12722
31585:18850,86461,34823,83814,68624,5738,1081,25669,262,3081
28703:15770,49123,38555,899,1402,1099,14835,45477,62682,53402
37480:1803,12962,5023,11019,4394,56965,10493,7070,37898,30357
40493:14081,94658,30646,82895,52653,4673,24094,56733,120118,102032
36563:111088,44883,3167,22365,44,2513,113115,18931,70705,82165
28900:50793,50183,33608,10570,31671,8016,568,1690,486,610
33616:42009,41065,71201,45824,7372,1539,117560,10995,40809,81
36564:986,57656,29174,2757,2379,53395,17317,20396,65505,81
6565:22006,8439,27071,37522,19316,302,17,1883,1102,84
4076:87178,31273,25271,44898,91878,12218,45088,3878,73762,76
10233:65269,89230,37324,58227,18156,120587,2547,2186,7477,9403
45341:62,120,285,596,32200,191,82416,6752,57043,155
20582:3297,5149,3605,7282,9475,79964,9005,14741,17,102850
44162:29319,84988,78100,616,76,654,17,302,1102,542
2177:459,22279,14431,46328,4009,46155,2021,3329,49803,8973
33355:49458,46905,17427,21822,28879,17590,66922,5363,16596,4996
35582:32261,10178,3378,64973,186,22713,7649,40356,45641,39446
2046:91537,3372,17646,87209,19871,11199,10492,13889,27296,26567
3684:6901,2414,17990,10236,18102,3460,11824,616,9877,568
33421:28194,37089,1073,5372,1104,17,8867,1405,4671,20043
12985:89068,78185,77143,83766,74028,44036,29591,68301,93399,4985
24775:7526,23688,1204,2425,1046,17651,58494,34356,23019,47065
1588:32297,50311,91208,46420,80185,84,1119,41429,53,90120
56215:90290,49790,53544,96244,104372,61,8654,8651,10825,32728
10235:16009,6320,3060,3282,7087,47278,108398,3789,51933,87474
26545:31342,21150,74730,21483,33862,89716,76,27209,28632,48210
5323:103121,122753,82586,650,25412,724,6189,14942,64797,100430
5978:4146,6545,76692,2857,6117,84579,3043,107651,6901,9843
345:77581,1754,805,100590,385,11401,62840,29573,56860,63444
1721:34700,8739,42441,2526,96,119968,51214,513,9916,87515
24908:83078,110724,76,17,52365,82128,94826,84450,1330,16894
18:18,27705,7905,14035,534,32205,47812,61396,26299,16042
10236:8663,65107,33195,115745,21524,22066,49680,19737,107018,25275
25236:24756,21840,55375,51350,378,35494,5145,2048,116152,88259
8206:5779,336,16047,3145,11468,616,1305,65599,262,774
7682:7836,47276,1012,289,1462,302,8,2618,327,2200
22354:76967,20047,1388,4199,37716,15574,35374,3476,12328,36293
26612:302,17,12706,34632,301,30029,14195,101019,85308,24309
34341:5697,16309,103454,55294,68324,21541,103941,588,40635,5468
16918:1131,22,2946,31227,25103,20340,12396,12670,19434,76647
30739:73708,81,13088,30779,121179,21110,76,7422,1119,2967
42005:64343,921,81708,56455,99087,15023,33618,75860,54178,114404
10303:92545,89570,72700,7945,22218,82899,17692,94224,9891,50979
1068:13853,73569,33762,101069,17,1256,8928,18200,65515,2021
27923:539,39515,27958,6074,64055,40825,28416,9652,76705,56693
15216:33562,8454,17145,105650,102928,9354,500,28244,1097,2614
45936:17816,100788,29802,9354,75937,73102,19482,14508,8117,94366
12662:60833,26528,51752,59585,29030,3233,18098,2139,559,1734
17116:3282,6320,3060,7087,20245,87474,16009,46408,55429,23781
19343:93612,61118,24223,654,302,616,76,17,226,542
23208:5008,61716,18507,2162,875,105081,6450,51405,14370,8058
33557:19350,103630,65327,99983,86058,119751,82807,8619,118749,86808
30937:65549,47123,57611,12230,95431,75249,698,96,1651,14966
41286:43326,102613,18414,91112,33279,32604,1193,80425,13789,92774
42989:52650,63880,356,92305,554,19814,141,6353,12015,24968
30151:64973,22713,32261,36743,39446,68179,93455,121130,58456,88939
52159:20301,45088,23792,69361,656,12218,54415,348,28020,9753
24715:20192,61742,66022,46479,90497,89552,60068,1119,1187,245
30610:616,302,17,76,654,224,226,542,1102,354
24846:78687,41013,2148,57083,4986,10084,13535,25089,302,8
11222:43490,1183,3630,4786,104,50516,34240,19544,16835,50369
19410:51191,26054,30605,79923,43403,12582,35335,113134,5145,55375
32641:45365,3003,6846,20059,13592,5452,58432,60594,26272,97915
23340:18785,17,8931,76052,21608,3307,49417,2743,9708,1852
7489:85656,24032,14819,39860,77905,7612,68947,50463,58835,41064
10502:53201,110318,11241,3022,41101,58923,22678,28760,21868,28605
6179:7268,1337,12294,18920,39399,533,3034,10981,5975,13341
50064:616,302,17,76,654,224,226,542,1102,354
19541:33927,3221,84171,73623,37269,533,70743,16504,61449,2006
14629:14170,16941,1097,56236,6453,113901,99727,15112,598,3215
7555:72027,90038,2549,17692,13716,7686,78217,73619,2600,6165
19476:82678,81306,119694,79106,85056,5975,93169,11538,24454,16846
41484:53277,5956,3265,11234,71848,39997,3593,13903,2868,37080
4935:47645,1521,4187,17921,1410,4364,65467,106,30820,13002
6966:25282,24014,34902,24183,37879,2303,38716,81362,3770,8258
52423:4936,13858,24357,22906,2737,899,34683,1119,45480,20102
14040:25410,17,654,58,1276,327,4820,28225,1122,9372
46463:11302,82378,302,76,17,616,654,542,226,224
20394:54099,28605,110318,34957,17302,41101,23967,77678,28760,11241
220:22713,10178,186,3378,40356,7649,64973,1812,93455,58456
7556:48210,27209,28632,2312,16151,67880,25740,47738,901,23595
31267:32320,3549,35415,55051,26325,654,84,3824,22501,56150
27337:101457,35092,61288,78766,21918,41982,55476,59197,25165,21008
33232:98968,18291,116092,28536,273,36180,6723,81372,3494,35714
39979:2531,1756,342,9453,3409,122970,70,533,168,546
23735:79476,97423,3241,95656,71941,9101,116451,13408,59017,102983
28189:84047,39024,50168,19556,40526,9284,518,8,53346,29562
29892:2510,947,12720,533,62259,19100,2754,29838,7011,4647
22949:75493,46554,32793,59421,104598,32797,34034,1352,3846,55577
16465:69563,104381,54323,10684,58227,67812,32257,3737,37332,2547
17251:53056,74498,24539,38375,69347,97311,8860,83789,57152,1326
44368:2687,47746,40333,91072,63148,73361,19988,616,57827,2947
18496:64864,98159,10902,94976,69655,719,7534,23627,2153,14739
33561:28594,73498,103264,83430,83913,22018,53529,6381,80357,5083
13387:87381,66682,87802,6178,45773,2194,7457,51224,752,15097
3431:80576,47290,88768,76,3225,1730,18459,34500,683,2139
19544:100945,54062,39479,41244,32678,12495,91961,21486,114435,364
7558:9874,12722,8860,75655,32748,2318,168,76,564,11917
16008:6469,302,654,17,29,7560,66101,70195,36745,85068
14960:50,11683,3088,2162,18447,73733,26296,7059,43591,12629
16532:115251,11435,37671,32244,20159,32467,68914,48413,2444,4239
29763:48397,65979,73871,81314,89860,224,931,674,2200,182
32776:37744,7787,49517,37507,29087,8694,12993,3514,4797,4589
13912:35283,1992,24885,74239,49507,105184,15877,113386,10048,4
31597:48932,31748,80867,62870,47228,16686,70125,20706,64213,94594
16074:76183,11822,61929,85935,81,6916,22610,81722,32569,74280
5398:3588,40143,107295,37504,182,654,302,104934,8213,14910
24917:20710,3750,18321,3584,53444,105055,120890,155,51044,82394
17974:22255,82949,4573,116053,5581,7006,394,28888,17925,31919
42864:51722,44862,62052,94632,50715,3618,10647,4513,441,5122
41947:104852,105119,107090,91266,87798,13391,37812,87099,53976,76
30288:29661,53386,87634,55391,69605,15069,11660,1889,33604,20572
16337:1616,24225,20730,34196,1155,28590,3176,24997,33574,24016
13062:2656,9093,73537,14636,50946,939,17341,5998,26096,2026
23542:102013,26389,16486,58399,24432,20091,33075,20403,72709,34042
3237:23967,87614,58923,54099,41101,28760,22678,110318,9915,77678
22363:10106,85046,16406,61920,87673,14470,10684,76,11101,670
2058:55235,25649,65161,8794,12495,12597,17944,121818,48197,43327
10115:17975,8,9581,182,25553,108069,10708,10171,109,2162
36708:19132,70506,11092,22190,34541,1245,28190,60704,25144,3101
9984:74617,96683,46837,29024,97297,42520,45073,14914,12690,112549
18827:5890,14147,2634,26847,617,63960,61242,76,116218,81
11884:63312,65014,21849,6824,123339,5048,57836,7776,90981,14392
22823:17263,14635,64534,23532,73717,2888,18819,14161,168,87235
36185:24917,17448,21376,11067,5356,224,3850,8770,10020,2665
11426:21816,49961,24143,25915,44937,112723,5970,30374,654,65
18042:69034,17,70,1069,3512,120962,9696,834,88715,93206
47386:10339,32813,828,2715,22920,2959,47584,76,25531,58679
10051:409,35144,20351,11655,7171,8682,56594,40465,93579,120907
27933:71934,51589,34344,29060,76,106629,1682,1696,115855,18155
39592:33683,13878,23398,1406,1122,2924,97119,21680,5253,58240
